<NUMBER OF ZONES> 387											
<NUMBER OF NODES> 933											
<FIRST THRU NODE> 1											
<NUMBER OF LINKS> 2950											
<END OF METADATA>											

~	tail node	head node	capacity (veh/h)	length (miles)	fftt(min)	B	Power	speed limit (mph)	toll (cents)	link type	
	527	543	3500	3.66203	3.97	0.15	4	0	0	2	;
	527	546	3500	3.24678	4.24	0.15	4	0	0	2	;
	528	526	5000	8.59494	9.84	0.15	4	0	0	2	;
	528	529	6500	1.30546	1.43	0.15	4	0	0	2	;
	528	573	4000	2.39148	5.67	0.15	4	0	0	1	;
	528	575	4000	1.14609	0.88	0.15	4	0	0	1	;
	529	528	6500	1.30546	1.43	0.15	4	0	0	2	;
	529	530	6500	1.89493	2.05	0.15	4	0	0	2	;
	529	531	6500	1.12478	1.22	0.15	4	0	0	2	;
	530	523	5000	2.074	2.24	0.15	4	0	0	2	;
	530	529	6500	1.89493	2.05	0.15	4	0	0	2	;
	530	575	5000	2.51509	2.74	0.15	4	0	0	1	;
	530	577	5000	0.8184	2.81	0.15	4	0	0	1	;
	531	529	6500	1.12478	1.22	0.15	4	0	0	2	;
	531	532	6500	1.403	1.65	0.15	4	0	0	2	;
	531	573	3500	0.7446	3.42	0.15	4	0	0	1	;
	531	574	3500	2.24957	2.95	0.15	4	0	0	1	;
	532	531	6500	1.403	1.65	0.15	4	0	0	2	;
	532	533	6500	1.22152	1.51	0.15	4	0	0	2	;
	532	569	5000	1.45508	2.95	0.15	4	0	0	1	;
	532	574	5000	1.70909	2.23	0.15	4	0	0	1	;
	533	498	6500	1.2276	1.61	0.15	4	0	0	2	;
	533	532	6500	1.22152	1.51	0.15	4	0	0	2	;
	533	568	5000	1.4892	1.26	0.15	4	0	0	1	;
	533	569	5000	0.854	2.98	0.15	4	0	0	1	;
	534	515	3500	1.49543	1.61	0.15	4	0	0	2	;
	534	543	3500	2.95646	3.31	0.15	4	0	0	2	;
	534	933	3500	6.10762	5.96	0.15	4	0	0	2	;
	535	438	6500	7.09097	8.17	0.15	4	0	0	2	;
	535	486	6500	0.25151	0.29	0.15	4	0	0	2	;
	535	487	6500	3.49621	4.12	0.15	4	0	0	2	;
	536	438	5000	1.85925	2.11	0.15	4	0	0	2	;
	536	537	5000	2.94826	3.23	0.15	4	0	0	2	;
	536	615	2000	1.74784	1.52	0.15	4	0	0	1	;
	537	399	5000	3.93438	4.28	0.15	4	0	0	2	;
	537	536	5000	2.94826	3.23	0.15	4	0	0	2	;
	537	608	5500	2.693	3.31	0.15	4	0	0	1	;
	537	610	5500	0.62208	0.81	0.15	4	0	0	1	;
	538	409	5000	1.40829	1.47	0.15	4	0	0	2	;
	538	474	5000	2.99149	3.32	0.15	4	0	0	2	;
	538	699	8000	0.71138	0.45	0.15	4	0	0	1	;
	538	704	8000	3.37435	4.18	0.15	4	0	0	1	;
	539	409	5000	2.55473	2.86	0.15	4	0	0	2	;
	539	483	5000	3.07733	3.33	0.15	4	0	0	2	;
	539	694	5000	1.15095	0.62	0.15	4	0	0	1	;
	539	704	5000	2.14196	4.88	0.15	4	0	0	1	;
	540	438	3500	1.50659	1.68	0.15	4	0	0	2	;
	540	583	3000	0.7421	0.56	0.15	4	0	0	1	;
	540	622	3000	2.046	1.75	0.15	4	0	0	1	;
	541	526	3500	0.43988	0.44	0.15	4	0	0	2	;
	541	582	2500	2.91335	5.76	0.15	4	0	0	1	;
	541	902	2500	3.77264	8.02	0.15	4	0	0	1	;
	542	527	3500	0.61304	0.65	0.15	4	0	0	2	;
	542	902	10500	2.16614	4.21	0.15	4	0	0	1	;
	542	903	10500	4.21298	6.14	0.15	4	0	0	1	;
	543	527	3500	3.66203	3.97	0.15	4	0	0	2	;
	543	534	3500	2.95646	3.31	0.15	4	0	0	2	;
	543	903	3500	0.90683	1.4	0.15	4	0	0	2	;
	544	515	3500	0.305	0.29	0.15	4	0	0	2	;
	544	903	5000	3.28268	5.39	0.15	4	0	0	1	;
	544	904	5000	2.51953	3.25	0.15	4	0	0	1	;
	545	523	5000	0.061	0.12	0.15	4	0	0	2	;
	545	524	5000	3.715	4.42	0.15	4	0	0	2	;
	545	577	4000	1.83508	3.61	0.15	4	0	0	1	;
	545	580	4000	1.10476	1.5	0.15	4	0	0	1	;
	546	526	3500	2.93815	3.23	0.15	4	0	0	2	;
	546	527	3500	3.24678	4.24	0.15	4	0	0	2	;
	547	1	49500	0.86267	0	0.15	4	0	0	3	;
	547	548	3000	1.33783	3.26	0.15	4	0	0	1	;
	547	549	4500	2.38213	4.89	0.15	4	0	0	1	;
	547	621	5500	1.58365	2.89	0.15	4	0	0	1	;
	548	2	49500	0.86267	0	0.15	4	0	0	3	;
	548	547	3000	1.33783	3.26	0.15	4	0	0	1	;
	548	550	7000	2.728	5.81	0.15	4	0	0	1	;
	548	552	3000	2.43542	4.49	0.15	4	0	0	1	;
	548	618	7500	1.95295	3.52	0.15	4	0	0	1	;
	549	3	49500	0.86267	0	0.15	4	0	0	3	;
	549	547	4500	2.38213	4.89	0.15	4	0	0	1	;
	549	550	5000	1.57423	3.28	0.15	4	0	0	1	;
	549	551	15500	3.1104	4.21	0.15	4	0	0	1	;
	550	4	49500	0.86267	0	0.15	4	0	0	3	;
	550	548	7000	2.728	5.81	0.15	4	0	0	1	;
	550	549	5000	1.57423	3.28	0.15	4	0	0	1	;
	550	551	7000	2.85204	5.18	0.15	4	0	0	1	;
	550	552	2000	3.26564	7.77	0.15	4	0	0	1	;
	550	553	3500	1.84619	3.92	0.15	4	0	0	1	;
	550	560	3500	2.61945	5.4	0.15	4	0	0	1	;
	551	5	49500	0.86267	0	0.15	4	0	0	3	;
	551	495	7000	3.26962	4.69	0.15	4	0	0	1	;
	551	549	15500	3.1104	4.21	0.15	4	0	0	1	;
	551	550	7000	2.85204	5.18	0.15	4	0	0	1	;
	551	563	20000	2.22043	3.08	0.15	4	0	0	1	;
	552	6	49500	0.86267	0	0.15	4	0	0	3	;
	552	435	4500	1.30973	0.89	0.15	4	0	0	1	;
	552	548	3000	2.43542	4.49	0.15	4	0	0	1	;
	552	550	2000	3.26564	7.77	0.15	4	0	0	1	;
	552	553	8500	2.2112	4.56	0.15	4	0	0	1	;
	552	618	5000	2.65122	4.34	0.15	4	0	0	1	;
	552	619	9500	3.08699	4.8	0.15	4	0	0	1	;
	553	7	49500	0.86267	0	0.15	4	0	0	3	;
	553	496	6000	1.46907	1.3	0.15	4	0	0	1	;
	553	550	3500	1.84619	3.92	0.15	4	0	0	1	;
	553	552	8500	2.2112	4.56	0.15	4	0	0	1	;
	553	560	7500	2.16185	3.97	0.15	4	0	0	1	;
	554	8	49500	0.86267	0	0.15	4	0	0	3	;
	554	435	4500	1.76057	3.93	0.15	4	0	0	1	;
	554	437	4000	1.037	0.62	0.15	4	0	0	1	;
	554	614	3500	3.02427	5.04	0.15	4	0	0	1	;
	554	619	2500	2.7987	4.97	0.15	4	0	0	1	;
	554	622	2000	3.73248	5.79	0.15	4	0	0	1	;
	554	625	7000	1.84418	3.39	0.15	4	0	0	1	;
	555	9	49500	0.86267	0	0.15	4	0	0	3	;
	555	556	7500	3.06339	6.36	0.15	4	0	0	1	;
	555	622	4500	3.13542	4.89	0.15	4	0	0	1	;
	555	624	5500	1.6116	2.68	0.15	4	0	0	1	;
	555	625	13500	1.10476	1.58	0.15	4	0	0	1	;
	556	10	49500	0.86267	0	0.15	4	0	0	3	;
	556	437	4000	3.32156	7.18	0.15	4	0	0	1	;
	556	496	6000	0.9836	3.71	0.15	4	0	0	1	;
	556	555	7500	3.06339	6.36	0.15	4	0	0	1	;
	556	557	6500	2.86959	5.92	0.15	4	0	0	1	;
	556	560	4500	2.63362	5.63	0.15	4	0	0	1	;
	556	624	1000	3.85219	9.28	0.15	4	0	0	1	;
	557	11	49500	0.86267	0	0.15	4	0	0	3	;
	557	490	5000	2.43542	3.59	0.15	4	0	0	1	;
	557	556	6500	2.86959	5.92	0.15	4	0	0	1	;
	557	558	5000	1.86624	3.99	0.15	4	0	0	1	;
	557	559	5500	2.69645	5.64	0.15	4	0	0	1	;
	557	624	2000	4.44966	9.25	0.15	4	0	0	1	;
	557	630	8500	1.71778	3.75	0.15	4	0	0	1	;
	558	12	49500	0.86267	0	0.15	4	0	0	3	;
	558	491	6500	2.34672	3.2	0.15	4	0	0	1	;
	558	557	5000	1.86624	3.99	0.15	4	0	0	1	;
	558	560	4000	1.98695	4.03	0.15	4	0	0	1	;
	558	561	10000	2.32121	4.26	0.15	4	0	0	1	;
	559	13	49500	0.86267	0	0.15	4	0	0	3	;
	559	491	6500	0.73707	0.6	0.15	4	0	0	1	;
	559	557	5500	2.69645	5.64	0.15	4	0	0	1	;
	559	562	12000	2.63432	5.66	0.15	4	0	0	1	;
	559	566	7500	2.13848	4.58	0.15	4	0	0	1	;
	559	631	5000	3.26564	6.1	0.15	4	0	0	1	;
	560	14	49500	0.86267	0	0.15	4	0	0	3	;
	560	495	7000	0.61304	0.94	0.15	4	0	0	1	;
	560	550	3500	2.61945	5.4	0.15	4	0	0	1	;
	560	553	7500	2.16185	3.97	0.15	4	0	0	1	;
	560	556	4500	2.63362	5.63	0.15	4	0	0	1	;
	560	558	4000	1.98695	4.03	0.15	4	0	0	1	;
	560	561	11000	2.45899	4.38	0.15	4	0	0	1	;
	561	15	49500	0.86267	0	0.15	4	0	0	3	;
	561	492	9000	2.19685	3.09	0.15	4	0	0	1	;
	561	494	10000	0.67377	1	0.15	4	0	0	1	;
	561	558	10000	2.32121	4.26	0.15	4	0	0	1	;
	561	560	11000	2.45899	4.38	0.15	4	0	0	1	;
	562	16	49500	0.86267	0	0.15	4	0	0	3	;
	562	492	9000	0.73707	0.49	0.15	4	0	0	1	;
	562	493	14500	0.57547	1.26	0.15	4	0	0	1	;
	562	559	12000	2.63432	5.66	0.15	4	0	0	1	;
	562	563	500	2.37587	5.61	0.15	4	0	0	1	;
	562	567	12000	1.46907	3.21	0.15	4	0	0	1	;
	563	17	49500	0.86267	0	0.15	4	0	0	3	;
	563	494	10000	2.20446	2.33	0.15	4	0	0	1	;
	563	551	20000	2.22043	3.08	0.15	4	0	0	1	;
	563	562	500	2.37587	5.61	0.15	4	0	0	1	;
	563	564	24000	1.50906	2.14	0.15	4	0	0	1	;
	564	18	49500	0.86267	0	0.15	4	0	0	3	;
	564	493	14500	1.82797	1.37	0.15	4	0	0	1	;
	564	563	24000	1.50906	2.14	0.15	4	0	0	1	;
	564	565	14000	1.48419	2.16	0.15	4	0	0	1	;
	565	19	49500	0.86267	0	0.15	4	0	0	3	;
	565	564	14000	1.48419	2.16	0.15	4	0	0	1	;
	565	568	12000	1.53594	2.08	0.15	4	0	0	1	;
	565	569	6500	3.039	6.55	0.15	4	0	0	1	;
	566	20	49500	0.86267	0	0.15	4	0	0	3	;
	566	500	4500	1.54319	1.82	0.15	4	0	0	1	;
	566	559	7500	2.13848	4.58	0.15	4	0	0	1	;
	566	567	5000	2.5489	5.43	0.15	4	0	0	1	;
	566	631	2000	2.89027	7.28	0.15	4	0	0	1	;
	567	21	49500	0.86267	0	0.15	4	0	0	3	;
	567	499	12500	1.525	1.56	0.15	4	0	0	1	;
	567	562	12000	1.46907	3.21	0.15	4	0	0	1	;
	567	566	5000	2.5489	5.43	0.15	4	0	0	1	;
	568	22	49500	0.86267	0	0.15	4	0	0	3	;
	568	533	5000	1.4892	1.26	0.15	4	0	0	1	;
	568	565	12000	1.53594	2.08	0.15	4	0	0	1	;
	568	574	17500	2.05779	3.08	0.15	4	0	0	1	;
	569	23	49500	0.86267	0	0.15	4	0	0	3	;
	569	499	12500	1.04948	2.32	0.15	4	0	0	1	;
	569	532	5000	1.45508	2.95	0.15	4	0	0	1	;
	569	533	5000	0.854	2.98	0.15	4	0	0	1	;
	569	565	6500	3.039	6.55	0.15	4	0	0	1	;
	569	570	9000	2.64067	5.59	0.15	4	0	0	1	;
	569	572	3500	3.7185	7.9	0.15	4	0	0	1	;
	569	573	6000	3.05549	5.09	0.15	4	0	0	1	;
	570	24	49500	0.86267	0	0.15	4	0	0	3	;
	570	500	4500	0.671	1.36	0.15	4	0	0	1	;
	570	569	9000	2.64067	5.59	0.15	4	0	0	1	;
	570	571	3000	3.50312	6.49	0.15	4	0	0	1	;
	570	572	5500	2.50769	5.31	0.15	4	0	0	1	;
	571	25	49500	0.86267	0	0.15	4	0	0	3	;
	571	501	5500	1.12478	2.49	0.15	4	0	0	1	;
	571	570	3000	3.50312	6.49	0.15	4	0	0	1	;
	571	572	6000	3.08879	5.79	0.15	4	0	0	1	;
	571	631	2000	3.84735	6.73	0.15	4	0	0	1	;
	571	632	2500	3.22609	7.76	0.15	4	0	0	1	;
	571	634	2000	3.77313	6.3	0.15	4	0	0	1	;
	571	637	3500	2.14283	4.49	0.15	4	0	0	1	;
	572	26	49500	0.86267	0	0.15	4	0	0	3	;
	572	569	3500	3.7185	7.9	0.15	4	0	0	1	;
	572	570	5500	2.50769	5.31	0.15	4	0	0	1	;
	572	571	6000	3.08879	5.79	0.15	4	0	0	1	;
	572	573	6500	2.63432	4.91	0.15	4	0	0	1	;
	572	576	8500	2.37978	4.2	0.15	4	0	0	1	;
	572	637	2500	3.62835	6.45	0.15	4	0	0	1	;
	573	27	49500	0.86267	0	0.15	4	0	0	3	;
	573	528	4000	2.39148	5.67	0.15	4	0	0	1	;
	573	531	3500	0.7446	3.42	0.15	4	0	0	1	;
	573	569	6000	3.05549	5.09	0.15	4	0	0	1	;
	573	572	6500	2.63432	4.91	0.15	4	0	0	1	;
	573	577	6500	2.93815	4.91	0.15	4	0	0	1	;
	574	28	49500	0.86267	0	0.15	4	0	0	3	;
	574	531	3500	2.24957	2.95	0.15	4	0	0	1	;
	574	532	5000	1.70909	2.23	0.15	4	0	0	1	;
	574	568	17500	2.05779	3.08	0.15	4	0	0	1	;
	574	575	16000	2.93118	4.87	0.15	4	0	0	1	;
	575	29	49500	0.86267	0	0.15	4	0	0	3	;
	575	528	4000	1.14609	0.88	0.15	4	0	0	1	;
	575	530	5000	2.51509	2.74	0.15	4	0	0	1	;
	575	574	16000	2.93118	4.87	0.15	4	0	0	1	;
	575	580	4000	3.6544	6.05	0.15	4	0	0	1	;
	575	581	15000	2.62371	4.12	0.15	4	0	0	1	;
	576	30	49500	0.86267	0	0.15	4	0	0	3	;
	576	572	8500	2.37978	4.2	0.15	4	0	0	1	;
	576	577	2000	3.03349	6.38	0.15	4	0	0	1	;
	576	578	2000	3.44258	6.34	0.15	4	0	0	1	;
	576	637	4000	3.25537	5.8	0.15	4	0	0	1	;
	576	643	3000	1.65714	3.53	0.15	4	0	0	1	;
	577	31	49500	0.86267	0	0.15	4	0	0	3	;
	577	530	5000	0.8184	2.81	0.15	4	0	0	1	;
	577	545	4000	1.83508	3.61	0.15	4	0	0	1	;
	577	573	6500	2.93815	4.91	0.15	4	0	0	1	;
	577	576	2000	3.03349	6.38	0.15	4	0	0	1	;
	577	578	8000	2.51213	4.63	0.15	4	0	0	1	;
	578	32	49500	0.86267	0	0.15	4	0	0	3	;
	578	507	1500	5.15657	8.09	0.15	4	0	0	1	;
	578	524	5500	2.74568	4.67	0.15	4	0	0	1	;
	578	576	2000	3.44258	6.34	0.15	4	0	0	1	;
	578	577	8000	2.51213	4.63	0.15	4	0	0	1	;
	578	579	2000	3.51902	7.28	0.15	4	0	0	1	;
	578	580	2500	3.05061	6.38	0.15	4	0	0	1	;
	578	643	12000	2.3188	3.79	0.15	4	0	0	1	;
	578	645	6000	3.14904	5.85	0.15	4	0	0	1	;
	579	33	49500	0.86267	0	0.15	4	0	0	3	;
	579	578	2000	3.51902	7.28	0.15	4	0	0	1	;
	579	580	7500	2.56273	4.25	0.15	4	0	0	1	;
	579	582	1500	3.41872	5.09	0.15	4	0	0	1	;
	579	647	5500	2.26687	3.52	0.15	4	0	0	1	;
	579	656	3000	3.49195	6.63	0.15	4	0	0	1	;
	580	34	49500	0.86267	0	0.15	4	0	0	3	;
	580	545	4000	1.10476	1.5	0.15	4	0	0	1	;
	580	575	4000	3.6544	6.05	0.15	4	0	0	1	;
	580	578	2500	3.05061	6.38	0.15	4	0	0	1	;
	580	579	7500	2.56273	4.25	0.15	4	0	0	1	;
	580	581	1000	3.6544	9.79	0.15	4	0	0	1	;
	580	582	3500	3.62835	6.48	0.15	4	0	0	1	;
	581	35	49500	0.86267	0	0.15	4	0	0	3	;
	581	575	15000	2.62371	4.12	0.15	4	0	0	1	;
	581	580	1000	3.6544	9.79	0.15	4	0	0	1	;
	581	582	7500	3.66457	6.8	0.15	4	0	0	1	;
	582	36	49500	0.86267	0	0.15	4	0	0	3	;
	582	541	2500	2.91335	5.76	0.15	4	0	0	1	;
	582	579	1500	3.41872	5.09	0.15	4	0	0	1	;
	582	580	3500	3.62835	6.48	0.15	4	0	0	1	;
	582	581	7500	3.66457	6.8	0.15	4	0	0	1	;
	582	660	3500	4.07195	5.88	0.15	4	0	0	1	;
	583	37	49500	0.86267	0	0.15	4	0	0	3	;
	583	540	3000	0.7421	0.56	0.15	4	0	0	1	;
	584	38	49500	0.86267	0	0.15	4	0	0	3	;
	584	394	500	4.77245	4.97	0.15	4	0	0	1	;
	584	395	3500	3.87386	3.88	0.15	4	0	0	1	;
	584	586	4000	4.41776	6.15	0.15	4	0	0	1	;
	584	588	2500	4.55503	6.06	0.15	4	0	0	1	;
	584	605	1500	5.24742	8.07	0.15	4	0	0	1	;
	584	710	1000	4.70926	5.72	0.15	4	0	0	1	;
	584	712	2000	4.70689	7.48	0.15	4	0	0	1	;
	584	768	5000	5.97831	10.15	0.15	4	0	0	1	;
	584	808	500	6.26996	10.64	0.15	4	0	0	1	;
	585	39	49500	0.86267	0	0.15	4	0	0	3	;
	585	401	6000	1.00047	1.7	0.15	4	0	0	1	;
	585	586	3000	3.05	4.01	0.15	4	0	0	1	;
	585	587	6000	2.928	4.63	0.15	4	0	0	1	;
	585	771	3000	3.05	3.88	0.15	4	0	0	1	;
	586	40	49500	0.86267	0	0.15	4	0	0	3	;
	586	584	4000	4.41776	6.15	0.15	4	0	0	1	;
	586	585	3000	3.05	4.01	0.15	4	0	0	1	;
	586	588	5500	2.92864	4.44	0.15	4	0	0	1	;
	586	772	3000	2.86765	3.83	0.15	4	0	0	1	;
	587	41	49500	0.86267	0	0.15	4	0	0	3	;
	587	400	500	1.00973	0.88	0.15	4	0	0	1	;
	587	585	6000	2.928	4.63	0.15	4	0	0	1	;
	587	588	6000	2.989	4.73	0.15	4	0	0	1	;
	587	592	6500	2.86959	5.37	0.15	4	0	0	1	;
	587	604	3500	2.8922	4.12	0.15	4	0	0	1	;
	588	42	49500	0.86267	0	0.15	4	0	0	3	;
	588	397	3000	2.501	3.02	0.15	4	0	0	1	;
	588	584	2500	4.55503	6.06	0.15	4	0	0	1	;
	588	586	5500	2.92864	4.44	0.15	4	0	0	1	;
	588	587	6000	2.989	4.73	0.15	4	0	0	1	;
	589	43	49500	0.86267	0	0.15	4	0	0	3	;
	589	590	4500	2.98962	4.48	0.15	4	0	0	1	;
	589	591	5500	2.867	3.67	0.15	4	0	0	1	;
	589	594	1500	2.92864	4.18	0.15	4	0	0	1	;
	589	775	2500	3.172	4.97	0.15	4	0	0	1	;
	590	44	49500	0.86267	0	0.15	4	0	0	3	;
	590	401	6000	2.22043	1.81	0.15	4	0	0	1	;
	590	589	4500	2.98962	4.48	0.15	4	0	0	1	;
	590	592	10000	3.05061	4.28	0.15	4	0	0	1	;
	590	776	7500	3.111	4.76	0.15	4	0	0	1	;
	591	45	49500	0.86267	0	0.15	4	0	0	3	;
	591	441	6000	1.87122	3.19	0.15	4	0	0	1	;
	591	589	5500	2.867	3.67	0.15	4	0	0	1	;
	591	592	5500	3.05244	4.61	0.15	4	0	0	1	;
	591	608	3500	2.9946	5.22	0.15	4	0	0	1	;
	591	613	5000	2.728	3.78	0.15	4	0	0	1	;
	592	46	49500	0.86267	0	0.15	4	0	0	3	;
	592	587	6500	2.86959	5.37	0.15	4	0	0	1	;
	592	590	10000	3.05061	4.28	0.15	4	0	0	1	;
	592	591	5500	3.05244	4.61	0.15	4	0	0	1	;
	592	608	4000	2.76189	4.37	0.15	4	0	0	1	;
	592	609	2500	2.81461	5.04	0.15	4	0	0	1	;
	593	47	49500	0.86267	0	0.15	4	0	0	3	;
	593	429	6500	1.00047	2.39	0.15	4	0	0	1	;
	593	431	4000	0.682	1.27	0.15	4	0	0	1	;
	593	594	6500	2.928	4.54	0.15	4	0	0	1	;
	593	595	3500	2.92864	4.19	0.15	4	0	0	1	;
	594	48	49500	0.86267	0	0.15	4	0	0	3	;
	594	427	7000	0.7446	1.43	0.15	4	0	0	1	;
	594	589	1500	2.92864	4.18	0.15	4	0	0	1	;
	594	593	6500	2.928	4.54	0.15	4	0	0	1	;
	594	596	3000	2.928	4.63	0.15	4	0	0	1	;
	595	49	49500	0.86267	0	0.15	4	0	0	3	;
	595	432	4500	1.66609	3.16	0.15	4	0	0	1	;
	595	593	3500	2.92864	4.19	0.15	4	0	0	1	;
	595	596	3500	2.867	4.09	0.15	4	0	0	1	;
	595	612	1500	2.9784	7.06	0.15	4	0	0	1	;
	595	617	2000	2.67358	4.67	0.15	4	0	0	1	;
	596	50	49500	0.86267	0	0.15	4	0	0	3	;
	596	441	6000	1.30973	0.72	0.15	4	0	0	1	;
	596	594	3000	2.928	4.63	0.15	4	0	0	1	;
	596	595	3500	2.867	4.09	0.15	4	0	0	1	;
	596	612	3000	2.70127	4.23	0.15	4	0	0	1	;
	596	613	500	2.9784	6.09	0.15	4	0	0	1	;
	597	51	49500	0.86267	0	0.15	4	0	0	3	;
	597	431	4000	2.42854	2.91	0.15	4	0	0	1	;
	597	599	3500	2.89862	4.53	0.15	4	0	0	1	;
	597	778	500	4.13587	10.64	0.15	4	0	0	1	;
	598	52	49500	0.86267	0	0.15	4	0	0	3	;
	598	599	6500	2.57432	4.25	0.15	4	0	0	1	;
	598	616	2500	2.11486	4.51	0.15	4	0	0	1	;
	598	620	3500	1.85825	3.95	0.15	4	0	0	1	;
	599	53	49500	0.86267	0	0.15	4	0	0	3	;
	599	432	4500	1.56355	1.33	0.15	4	0	0	1	;
	599	597	3500	2.89862	4.53	0.15	4	0	0	1	;
	599	598	6500	2.57432	4.25	0.15	4	0	0	1	;
	599	616	3000	2.73141	5.88	0.15	4	0	0	1	;
	599	617	1500	2.86765	4.54	0.15	4	0	0	1	;
	600	54	49500	0.86267	0	0.15	4	0	0	3	;
	600	395	3500	0.82969	1.36	0.15	4	0	0	1	;
	600	601	1500	3.05244	3.74	0.15	4	0	0	1	;
	600	602	6000	2.623	3.32	0.15	4	0	0	1	;
	600	605	5000	2.86765	3.66	0.15	4	0	0	1	;
	601	55	49500	0.86267	0	0.15	4	0	0	3	;
	601	394	500	0.56239	1.75	0.15	4	0	0	1	;
	601	600	1500	3.05244	3.74	0.15	4	0	0	1	;
	601	603	1500	2.501	3.9	0.15	4	0	0	1	;
	601	716	3000	2.928	5.17	0.15	4	0	0	1	;
	602	56	49500	0.86267	0	0.15	4	0	0	3	;
	602	600	6000	2.623	3.32	0.15	4	0	0	1	;
	602	603	4000	3.05	3.82	0.15	4	0	0	1	;
	602	607	3000	2.87283	4.53	0.15	4	0	0	1	;
	602	671	3500	2.86959	4.72	0.15	4	0	0	1	;
	603	57	49500	0.86267	0	0.15	4	0	0	3	;
	603	601	1500	2.501	3.9	0.15	4	0	0	1	;
	603	602	4000	3.05	3.82	0.15	4	0	0	1	;
	603	672	2000	3.05061	3.78	0.15	4	0	0	1	;
	603	718	1000	2.99149	3.99	0.15	4	0	0	1	;
	604	58	49500	0.86267	0	0.15	4	0	0	3	;
	604	397	3000	1.10476	1.28	0.15	4	0	0	1	;
	604	399	7000	1.69926	3.32	0.15	4	0	0	1	;
	604	587	3500	2.8922	4.12	0.15	4	0	0	1	;
	604	605	3500	2.86959	4.09	0.15	4	0	0	1	;
	604	606	3500	2.501	3.71	0.15	4	0	0	1	;
	605	59	49500	0.86267	0	0.15	4	0	0	3	;
	605	584	1500	5.24742	8.07	0.15	4	0	0	1	;
	605	600	5000	2.86765	3.66	0.15	4	0	0	1	;
	605	604	3500	2.86959	4.09	0.15	4	0	0	1	;
	605	607	2000	2.501	5.5	0.15	4	0	0	1	;
	606	60	49500	0.86267	0	0.15	4	0	0	3	;
	606	403	1500	1.20311	2.84	0.15	4	0	0	1	;
	606	604	3500	2.501	3.71	0.15	4	0	0	1	;
	606	607	3500	2.86959	4.09	0.15	4	0	0	1	;
	606	675	3500	3.11339	6.4	0.15	4	0	0	1	;
	607	61	49500	0.86267	0	0.15	4	0	0	3	;
	607	602	3000	2.87283	4.53	0.15	4	0	0	1	;
	607	605	2000	2.501	5.5	0.15	4	0	0	1	;
	607	606	3500	2.86959	4.09	0.15	4	0	0	1	;
	607	676	500	3.111	6.87	0.15	4	0	0	1	;
	608	62	49500	0.86267	0	0.15	4	0	0	3	;
	608	537	5500	2.693	3.31	0.15	4	0	0	1	;
	608	591	3500	2.9946	5.22	0.15	4	0	0	1	;
	608	592	4000	2.76189	4.37	0.15	4	0	0	1	;
	608	609	6500	2.80666	4.42	0.15	4	0	0	1	;
	608	613	4500	2.86765	4.3	0.15	4	0	0	1	;
	609	63	49500	0.86267	0	0.15	4	0	0	3	;
	609	399	7000	1.364	0.88	0.15	4	0	0	1	;
	609	400	500	2.50769	6.72	0.15	4	0	0	1	;
	609	592	2500	2.81461	5.04	0.15	4	0	0	1	;
	609	608	6500	2.80666	4.42	0.15	4	0	0	1	;
	609	611	3000	2.50174	3.81	0.15	4	0	0	1	;
	610	64	49500	0.86267	0	0.15	4	0	0	3	;
	610	537	5500	0.62208	0.81	0.15	4	0	0	1	;
	610	611	6500	2.74568	3.73	0.15	4	0	0	1	;
	610	615	8500	2.93371	4.19	0.15	4	0	0	1	;
	610	679	6500	3.05061	4.77	0.15	4	0	0	1	;
	611	65	49500	0.86267	0	0.15	4	0	0	3	;
	611	403	1500	1.92899	2.07	0.15	4	0	0	1	;
	611	609	3000	2.50174	3.81	0.15	4	0	0	1	;
	611	610	6500	2.74568	3.73	0.15	4	0	0	1	;
	611	680	4500	2.92864	4.34	0.15	4	0	0	1	;
	612	66	49500	0.86267	0	0.15	4	0	0	3	;
	612	440	2000	2.33798	2.64	0.15	4	0	0	1	;
	612	595	1500	2.9784	7.06	0.15	4	0	0	1	;
	612	596	3000	2.70127	4.23	0.15	4	0	0	1	;
	612	614	5500	2.318	4.27	0.15	4	0	0	1	;
	612	617	5000	2.92864	4.39	0.15	4	0	0	1	;
	613	67	49500	0.86267	0	0.15	4	0	0	3	;
	613	440	2000	0.86267	1.88	0.15	4	0	0	1	;
	613	591	5000	2.728	3.78	0.15	4	0	0	1	;
	613	596	500	2.9784	6.09	0.15	4	0	0	1	;
	613	608	4500	2.86765	4.3	0.15	4	0	0	1	;
	613	615	10000	2.37978	3.61	0.15	4	0	0	1	;
	614	68	49500	0.86267	0	0.15	4	0	0	3	;
	614	439	6000	2.33798	2.72	0.15	4	0	0	1	;
	614	554	3500	3.02427	5.04	0.15	4	0	0	1	;
	614	612	5500	2.318	4.27	0.15	4	0	0	1	;
	614	619	3500	3.01132	5.65	0.15	4	0	0	1	;
	614	622	4000	3.41273	6.06	0.15	4	0	0	1	;
	615	69	49500	0.86267	0	0.15	4	0	0	3	;
	615	439	6000	0.7764	1.94	0.15	4	0	0	1	;
	615	536	2000	1.74784	1.52	0.15	4	0	0	1	;
	615	610	8500	2.93371	4.19	0.15	4	0	0	1	;
	615	613	10000	2.37978	3.61	0.15	4	0	0	1	;
	615	622	4000	3.14904	5.03	0.15	4	0	0	1	;
	616	70	49500	0.86267	0	0.15	4	0	0	3	;
